"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jun 09 19:47:07 MSK 2023","Fri Jun 09 19:47:25 MSK 2023","17940","","RegistrationTests","","RegistrationTests","checkStudentRegistrationForm","checkStudentRegistrationForm()",""
